date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:42:37	49505/49505	------	200	untouched ('')	image/jpeg	etag:%22c161-4f510bf52d040%22	http://www.decorationjf.ch/images/Image_5.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_5.jpg	(from http://www.decorationjf.ch/)
17:42:37	94244/94244	------	200	untouched ('')	image/jpeg	etag:%2217024-4f510bf621280%22	http://www.decorationjf.ch/images/Image_6.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_6.jpg	(from http://www.decorationjf.ch/)
17:42:37	108183/108183	------	200	untouched ('')	image/jpeg	etag:%221a697-4f510bf809700%22	http://www.decorationjf.ch/images/Image_7.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_7.jpg	(from http://www.decorationjf.ch/)
17:42:37	35456/35456	------	200	untouched ('')	image/jpeg	etag:%228a80-4f510bf8fd940%22	http://www.decorationjf.ch/images/Image_8.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_8.jpg	(from http://www.decorationjf.ch/)
17:42:37	40758/40758	------	200	untouched ('')	image/jpeg	etag:%229f36-4f510bf9f1b80%22	http://www.decorationjf.ch/images/Image_9.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_9.jpg	(from http://www.decorationjf.ch/)
17:42:37	76265/76265	------	200	untouched ('')	image/jpeg	etag:%22129e9-505eb153806c0%22	http://www.decorationjf.ch/images/Image_10.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_10.jpg	(from http://www.decorationjf.ch/)
17:42:37	70439/70439	------	200	untouched ('')	image/jpeg	etag:%2211327-505eb15474900%22	http://www.decorationjf.ch/images/Image_11.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_11.jpg	(from http://www.decorationjf.ch/)
17:42:37	87022/87022	------	200	untouched ('')	image/jpeg	etag:%22153ee-505eb15474900%22	http://www.decorationjf.ch/images/Image_12.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_12.jpg	(from http://www.decorationjf.ch/)
17:42:37	86257/86257	------	200	untouched ('')	image/jpeg	etag:%22150f1-505eb15568b40%22	http://www.decorationjf.ch/images/Image_13.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_13.jpg	(from http://www.decorationjf.ch/)
17:42:37	9274/9274	------	200	untouched ('')	application/javascript	etag:%22243a-4f510c304dbc0-gzip%22	http://www.decorationjf.ch/js/jquery.colorbox-min.js	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/js/jquery.colorbox-min.js	(from http://www.decorationjf.ch/)
17:42:37	309/309	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:25%20GMT	http://www.decorationjf.ch/js/jquery.validity.pack.js	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/js/jquery.validity.pack.html	(from http://www.decorationjf.ch/)
17:42:37	15811/15811	------	200	untouched ('')	application/javascript	etag:%223dc3-4f510c37eedc0-gzip%22	http://www.decorationjf.ch/js/jquery.nivo.slider.pack.js	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/js/jquery.nivo.slider.pack.js	(from http://www.decorationjf.ch/)
17:42:37	17875/17875	------	200	untouched ('')	image/jpeg	etag:%2245d3-4ec014e158c00%22	http://www.decorationjf.ch/images/slide01.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/slide01.jpg	(from http://www.decorationjf.ch/)
17:42:37	23450/23450	------	200	untouched ('')	image/jpeg	etag:%225b9a-4ec014e341080%22	http://www.decorationjf.ch/images/slide02.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/slide02.jpg	(from http://www.decorationjf.ch/)
17:42:37	22873/22873	------	200	untouched ('')	image/jpeg	etag:%225959-4ec014e4352c0%22	http://www.decorationjf.ch/images/slide03.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/slide03.jpg	(from http://www.decorationjf.ch/)
17:42:37	27063/27063	------	200	untouched ('')	image/jpeg	etag:%2269b7-4ec014e4352c0%22	http://www.decorationjf.ch/images/slide04.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/slide04.jpg	(from http://www.decorationjf.ch/)
17:42:37	22998/22998	------	200	untouched ('')	image/jpeg	etag:%2259d6-4ec014e529500%22	http://www.decorationjf.ch/images/slide05.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/slide05.jpg	(from http://www.decorationjf.ch/)
17:42:49	890/890	------	200	untouched ('OK')	text/css	etag:%2237a-4ec014ba3efc0-gzip%22	http://www.decorationjf.ch/css/reset.css	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/reset.css	(from http://www.decorationjf.ch/css/style.css)
17:42:49	18688/18688	------	200	untouched ('OK')	text/css	etag:%224900-4ec014b94ad80-gzip%22	http://www.decorationjf.ch/css/prettyPhoto.css	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/prettyPhoto.css	(from http://www.decorationjf.ch/css/style.css)
17:42:49	655/655	------	200	untouched ('OK')	text/css	etag:%2228f-4ec014ba3efc0-gzip%22	http://www.decorationjf.ch/css/slider.css	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/slider.css	(from http://www.decorationjf.ch/css/style.css)
17:42:49	1549/1549	------	200	untouched ('OK')	text/css	etag:%2260d-4ec014b486240-gzip%22	http://www.decorationjf.ch/css/jquery.jscrollpane.css	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/jquery.jscrollpane.css	(from http://www.decorationjf.ch/css/style.css)
17:42:49	863/863	------	200	untouched ('OK')	text/css	etag:%2235f-4ec014b486240-gzip%22	http://www.decorationjf.ch/css/jplayer.css	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/jplayer.css	(from http://www.decorationjf.ch/css/style.css)
17:42:49	21964/21964	------	200	untouched ('')	image/gif	etag:%2255cc-4ec014d5e7100%22	http://www.decorationjf.ch/images/loader.gif	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/loader.gif	(from http://www.decorationjf.ch/css/style.css)
17:42:49	1501/1501	------	200	untouched ('')	image/jpeg	etag:%225dd-4ec014daabc40%22	http://www.decorationjf.ch/images/px1.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/px1.jpg	(from http://www.decorationjf.ch/css/style.css)
17:42:49	298/298	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:40%20GMT	http://www.decorationjf.ch/images/bot1.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/bot1.html	(from http://www.decorationjf.ch/css/style.css)
17:42:49	426724/426724	------	200	untouched ('')	image/png	etag:%22682e4-4ec014edbe940%22	http://www.decorationjf.ch/images/splash.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/splash.png	(from http://www.decorationjf.ch/css/style.css)
17:42:49	69045/69045	------	200	untouched ('')	image/png	etag:%2210db5-4ec014bc27440%22	http://www.decorationjf.ch/images/door1.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/door1.png	(from http://www.decorationjf.ch/css/style.css)
17:42:49	93692/93692	------	200	untouched ('')	image/png	etag:%2216dfc-4ec014daabc40%22	http://www.decorationjf.ch/images/paint.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/paint.png	(from http://www.decorationjf.ch/css/style.css)
17:42:49	940/940	------	200	untouched ('')	image/png	etag:%223ac-4ec014bb33200%22	http://www.decorationjf.ch/images/enter.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/enter.png	(from http://www.decorationjf.ch/css/style.css)
17:42:49	11948/11948	------	200	untouched ('')	image/png	etag:%222eac-4ec014d3fec80%22	http://www.decorationjf.ch/images/item1.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/item1.png	(from http://www.decorationjf.ch/css/style.css)
17:42:49	8159/8159	------	200	untouched ('')	image/png	etag:%221fdf-4ec014d3fec80%22	http://www.decorationjf.ch/images/item2.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/item2.png	(from http://www.decorationjf.ch/css/style.css)
17:42:49	139703/139703	------	200	untouched ('')	image/png	etag:%22221b7-4ec014d5e7100%22	http://www.decorationjf.ch/images/item3.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/item3.png	(from http://www.decorationjf.ch/css/style.css)
17:42:49	218021/218021	------	200	untouched ('')	image/png	etag:%22353a5-4ec014d9b7a00%22	http://www.decorationjf.ch/images/man1.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/man1.png	(from http://www.decorationjf.ch/css/style.css)
17:42:49	300/300	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:42%20GMT	http://www.decorationjf.ch/images/footer.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/footer.html	(from http://www.decorationjf.ch/css/style.css)
17:42:49	301/301	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:42%20GMT	http://www.decorationjf.ch/images/marker1.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/marker1.html	(from http://www.decorationjf.ch/css/style.css)
17:42:49	927/927	------	200	untouched ('')	image/png	etag:%2239f-4ec014d7cf580%22	http://www.decorationjf.ch/images/nav.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/nav.png	(from http://www.decorationjf.ch/css/style.css)
17:42:49	1087/1087	------	200	untouched ('')	image/png	etag:%2243f-4ec014bb33200%22	http://www.decorationjf.ch/images/arr1.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/arr1.png	(from http://www.decorationjf.ch/css/style.css)
17:42:49	1852/1852	------	200	untouched ('')	image/png	etag:%2273c-4ec014bb33200%22	http://www.decorationjf.ch/images/close.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/close.png	(from http://www.decorationjf.ch/css/style.css)
17:42:49	301/301	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:43%20GMT	http://www.decorationjf.ch/images/button2.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/button2.html	(from http://www.decorationjf.ch/css/style.css)
17:42:49	306/306	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:43%20GMT	http://www.decorationjf.ch/images/button2_over.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/button2_over.html	(from http://www.decorationjf.ch/css/style.css)
17:42:49	300/300	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:44%20GMT	http://www.decorationjf.ch/images/li_st1.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/li_st1.html	(from http://www.decorationjf.ch/css/style.css)
17:42:49	1345/1345	------	200	untouched ('')	image/png	etag:%22541-4ec014e529500%22	http://www.decorationjf.ch/images/submit.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/submit.png	(from http://www.decorationjf.ch/css/style.css)
17:42:49	51/51	------	200	untouched ('OK')	text/plain	date:Sat,%2028%20Sep%202019%2015:37:44%20GMT	http://fonts.googleapis.com/robots.txt		(from http://www.decorationjf.ch/)
17:42:49	19565/19565	------	200	untouched ('')	application/vnd.ms-fontobject	etag:%224c6d-4ec014b762900%22	http://www.decorationjf.ch/css/opensans-regular-webfont.eot	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-regular-webfont.eot	(from http://www.decorationjf.ch/css/style.css)
17:42:49	19565/19565	------	200	untouched ('')	application/vnd.ms-fontobject	etag:%224c6d-4ec014b762900%22	http://www.decorationjf.ch/css/opensans-regular-webfont.eot?	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-regular-webfontd41d.eot	(from http://www.decorationjf.ch/css/style.css)
17:42:49	23208/23208	------	200	untouched ('')	application/font-woff	etag:%225aa8-4ec014b94ad80%22	http://www.decorationjf.ch/css/opensans-regular-webfont.woff	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-regular-webfont.woff	(from http://www.decorationjf.ch/css/style.css)
17:42:49	42248/42248	------	200	untouched ('')	application/font-sfnt	etag:%22a508-4ec014b94ad80%22	http://www.decorationjf.ch/css/opensans-regular-webfont.ttf	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-regular-webfont.ttf	(from http://www.decorationjf.ch/css/style.css)
17:42:49	58190/58190	------	200	untouched ('OK')	image/svg+xml	etag:%22e34e-4ec014b856b40%22	http://www.decorationjf.ch/css/opensans-regular-webfont.svg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-regular-webfont.svg	(from http://www.decorationjf.ch/css/style.css)
17:42:49	20499/20499	------	200	untouched ('')	application/vnd.ms-fontobject	etag:%225013-4ec014b57a480%22	http://www.decorationjf.ch/css/opensans-bold-webfont.eot	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-bold-webfont.eot	(from http://www.decorationjf.ch/css/style.css)
17:42:49	20499/20499	------	200	untouched ('')	application/vnd.ms-fontobject	etag:%225013-4ec014b57a480%22	http://www.decorationjf.ch/css/opensans-bold-webfont.eot?	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-bold-webfontd41d.eot	(from http://www.decorationjf.ch/css/style.css)
17:42:49	24196/24196	------	200	untouched ('')	application/font-woff	etag:%225e84-4ec014b762900%22	http://www.decorationjf.ch/css/opensans-bold-webfont.woff	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-bold-webfont.woff	(from http://www.decorationjf.ch/css/style.css)
17:42:49	304/304	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:45%20GMT	http://www.decorationjf.ch/css/opensans-bold.ttf	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-bold.html	(from http://www.decorationjf.ch/css/style.css)
17:42:49	57109/57109	------	200	untouched ('OK')	image/svg+xml	etag:%22df15-4ec014b66e6c0%22	http://www.decorationjf.ch/css/opensans-bold-webfont.svg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-bold-webfont.svg	(from http://www.decorationjf.ch/css/style.css)
17:42:49	309/309	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:46%20GMT	http://www.decorationjf.ch/images/cloth-bewitched.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/cloth-bewitched.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	299/299	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:46%20GMT	http://www.decorationjf.ch/images/quote.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/quote.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	316/316	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:46%20GMT	http://www.decorationjf.ch/images/header-cloth-bewitched.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/header-cloth-bewitched.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	320/320	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:47%20GMT	http://www.decorationjf.ch/images/header-highlight-bewitched.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/header-highlight-bewitched.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	298/298	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:47%20GMT	http://www.decorationjf.ch/images/menu.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/menu.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	299/299	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:47%20GMT	http://www.decorationjf.ch/images/paper.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/paper.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	301/301	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:47%20GMT	http://www.decorationjf.ch/images/sprite1.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/sprite1.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	300/300	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:47%20GMT	http://www.decorationjf.ch/images/ribbon.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/ribbon.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	304/304	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:48%20GMT	http://www.decorationjf.ch/images/ribbonnews.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/ribbonnews.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	301/301	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:48%20GMT	http://www.decorationjf.ch/images/squares.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/squares.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	303/303	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:48%20GMT	http://www.decorationjf.ch/images/separator.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/separator.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	300/300	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:48%20GMT	http://www.decorationjf.ch/images/search.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/search.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	308/308	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:49%20GMT	http://www.decorationjf.ch/images/bullet-default.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/bullet-default.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	301/301	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:49%20GMT	http://www.decorationjf.ch/images/buttons.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/buttons.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	298/298	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:49%20GMT	http://www.decorationjf.ch/images/leaf.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/leaf.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	301/301	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:49%20GMT	http://www.decorationjf.ch/images/loading.gif	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/loading.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	307/307	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:49%20GMT	http://www.decorationjf.ch/images/social/aim_16.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/social/aim_16.html	(from http://www.decorationjf.ch/css/template.css)
17:42:49	307/307	------	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:49%20GMT	http://www.decorationjf.ch/images/social/aim_32.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/social/aim_32.html	(from http://www.decorationjf.ch/css/template.css)
