date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:37:23	66793/66793	U-----	200	untouched ('')	image/jpeg	etag:%22104e9-4f510bf15c740%22	http://www.decorationjf.ch/images/Image_2.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_2.jpg	(from http://www.decorationjf.ch/)
17:37:23	67429/67429	U-----	200	untouched ('')	image/jpeg	etag:%2210765-4f510bf250980%22	http://www.decorationjf.ch/images/Image_3.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_3.jpg	(from http://www.decorationjf.ch/)
17:37:23	87028/87028	U-----	200	untouched ('')	image/jpeg	etag:%22153f4-4f510bf438e00%22	http://www.decorationjf.ch/images/Image_4.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_4.jpg	(from http://www.decorationjf.ch/)
17:37:23	49505/49505	U-----	200	untouched ('')	image/jpeg	etag:%22c161-4f510bf52d040%22	http://www.decorationjf.ch/images/Image_5.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_5.jpg	(from http://www.decorationjf.ch/)
17:37:24	94244/94244	U-----	200	untouched ('')	image/jpeg	etag:%2217024-4f510bf621280%22	http://www.decorationjf.ch/images/Image_6.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_6.jpg	(from http://www.decorationjf.ch/)
17:37:24	108183/108183	U-----	200	untouched ('')	image/jpeg	etag:%221a697-4f510bf809700%22	http://www.decorationjf.ch/images/Image_7.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_7.jpg	(from http://www.decorationjf.ch/)
17:37:24	35456/35456	U-----	200	untouched ('')	image/jpeg	etag:%228a80-4f510bf8fd940%22	http://www.decorationjf.ch/images/Image_8.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_8.jpg	(from http://www.decorationjf.ch/)
17:37:24	40758/40758	U-----	200	untouched ('')	image/jpeg	etag:%229f36-4f510bf9f1b80%22	http://www.decorationjf.ch/images/Image_9.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_9.jpg	(from http://www.decorationjf.ch/)
17:37:25	76265/76265	U-----	200	untouched ('')	image/jpeg	etag:%22129e9-505eb153806c0%22	http://www.decorationjf.ch/images/Image_10.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_10.jpg	(from http://www.decorationjf.ch/)
17:37:25	70439/70439	U-----	200	untouched ('')	image/jpeg	etag:%2211327-505eb15474900%22	http://www.decorationjf.ch/images/Image_11.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_11.jpg	(from http://www.decorationjf.ch/)
17:37:25	87022/87022	U-----	200	untouched ('')	image/jpeg	etag:%22153ee-505eb15474900%22	http://www.decorationjf.ch/images/Image_12.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_12.jpg	(from http://www.decorationjf.ch/)
17:37:25	86257/86257	U-----	200	untouched ('')	image/jpeg	etag:%22150f1-505eb15568b40%22	http://www.decorationjf.ch/images/Image_13.JPG	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/Image_13.jpg	(from http://www.decorationjf.ch/)
17:37:26	9274/9274	U--M-Z	200	updated ('OK')	application/javascript	etag:%22243a-4f510c304dbc0-gzip%22	http://www.decorationjf.ch/js/jquery.colorbox-min.js	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/js/jquery.colorbox-min.js	(from http://www.decorationjf.ch/)
17:37:26	309/309	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:25%20GMT	http://www.decorationjf.ch/js/jquery.validity.pack.js	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/js/jquery.validity.pack.html	(from http://www.decorationjf.ch/)
17:37:26	15811/15811	U--M-Z	200	updated ('OK')	application/javascript	etag:%223dc3-4f510c37eedc0-gzip%22	http://www.decorationjf.ch/js/jquery.nivo.slider.pack.js	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/js/jquery.nivo.slider.pack.js	(from http://www.decorationjf.ch/)
17:37:26	17875/17875	U-----	200	untouched ('')	image/jpeg	etag:%2245d3-4ec014e158c00%22	http://www.decorationjf.ch/images/slide01.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/slide01.jpg	(from http://www.decorationjf.ch/)
17:37:26	23450/23450	U-----	200	untouched ('')	image/jpeg	etag:%225b9a-4ec014e341080%22	http://www.decorationjf.ch/images/slide02.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/slide02.jpg	(from http://www.decorationjf.ch/)
17:37:27	22873/22873	U-----	200	untouched ('')	image/jpeg	etag:%225959-4ec014e4352c0%22	http://www.decorationjf.ch/images/slide03.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/slide03.jpg	(from http://www.decorationjf.ch/)
17:37:27	27063/27063	U-----	200	untouched ('')	image/jpeg	etag:%2269b7-4ec014e4352c0%22	http://www.decorationjf.ch/images/slide04.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/slide04.jpg	(from http://www.decorationjf.ch/)
17:37:27	22998/22998	U-----	200	untouched ('')	image/jpeg	etag:%2259d6-4ec014e529500%22	http://www.decorationjf.ch/images/slide05.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/slide05.jpg	(from http://www.decorationjf.ch/)
17:37:39	890/890	U--M-Z	200	updated ('OK')	text/css	etag:%2237a-4ec014ba3efc0-gzip%22	http://www.decorationjf.ch/css/reset.css	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/reset.css	(from http://www.decorationjf.ch/css/style.css)
17:37:39	18688/18688	U--M-Z	200	updated ('OK')	text/css	etag:%224900-4ec014b94ad80-gzip%22	http://www.decorationjf.ch/css/prettyPhoto.css	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/prettyPhoto.css	(from http://www.decorationjf.ch/css/style.css)
17:37:39	655/655	U--M-Z	200	updated ('OK')	text/css	etag:%2228f-4ec014ba3efc0-gzip%22	http://www.decorationjf.ch/css/slider.css	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/slider.css	(from http://www.decorationjf.ch/css/style.css)
17:37:39	1549/1549	U--M-Z	200	updated ('OK')	text/css	etag:%2260d-4ec014b486240-gzip%22	http://www.decorationjf.ch/css/jquery.jscrollpane.css	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/jquery.jscrollpane.css	(from http://www.decorationjf.ch/css/style.css)
17:37:40	863/863	U--M-Z	200	updated ('OK')	text/css	etag:%2235f-4ec014b486240-gzip%22	http://www.decorationjf.ch/css/jplayer.css	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/jplayer.css	(from http://www.decorationjf.ch/css/style.css)
17:37:40	21964/21964	U-----	200	untouched ('')	image/gif	etag:%2255cc-4ec014d5e7100%22	http://www.decorationjf.ch/images/loader.gif	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/loader.gif	(from http://www.decorationjf.ch/css/style.css)
17:37:40	1501/1501	U-----	200	untouched ('')	image/jpeg	etag:%225dd-4ec014daabc40%22	http://www.decorationjf.ch/images/px1.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/px1.jpg	(from http://www.decorationjf.ch/css/style.css)
17:37:40	298/298	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:40%20GMT	http://www.decorationjf.ch/images/bot1.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/bot1.html	(from http://www.decorationjf.ch/css/style.css)
17:37:40	426724/426724	U-----	200	untouched ('')	image/png	etag:%22682e4-4ec014edbe940%22	http://www.decorationjf.ch/images/splash.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/splash.png	(from http://www.decorationjf.ch/css/style.css)
17:37:41	69045/69045	U-----	200	untouched ('')	image/png	etag:%2210db5-4ec014bc27440%22	http://www.decorationjf.ch/images/door1.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/door1.png	(from http://www.decorationjf.ch/css/style.css)
17:37:41	93692/93692	U-----	200	untouched ('')	image/png	etag:%2216dfc-4ec014daabc40%22	http://www.decorationjf.ch/images/paint.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/paint.png	(from http://www.decorationjf.ch/css/style.css)
17:37:41	940/940	U-----	200	untouched ('')	image/png	etag:%223ac-4ec014bb33200%22	http://www.decorationjf.ch/images/enter.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/enter.png	(from http://www.decorationjf.ch/css/style.css)
17:37:41	11948/11948	U-----	200	untouched ('')	image/png	etag:%222eac-4ec014d3fec80%22	http://www.decorationjf.ch/images/item1.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/item1.png	(from http://www.decorationjf.ch/css/style.css)
17:37:42	8159/8159	U-----	200	untouched ('')	image/png	etag:%221fdf-4ec014d3fec80%22	http://www.decorationjf.ch/images/item2.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/item2.png	(from http://www.decorationjf.ch/css/style.css)
17:37:42	139703/139703	U-----	200	untouched ('')	image/png	etag:%22221b7-4ec014d5e7100%22	http://www.decorationjf.ch/images/item3.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/item3.png	(from http://www.decorationjf.ch/css/style.css)
17:37:42	218021/218021	U-----	200	untouched ('')	image/png	etag:%22353a5-4ec014d9b7a00%22	http://www.decorationjf.ch/images/man1.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/man1.png	(from http://www.decorationjf.ch/css/style.css)
17:37:42	300/300	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:42%20GMT	http://www.decorationjf.ch/images/footer.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/footer.html	(from http://www.decorationjf.ch/css/style.css)
17:37:43	301/301	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:42%20GMT	http://www.decorationjf.ch/images/marker1.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/marker1.html	(from http://www.decorationjf.ch/css/style.css)
17:37:43	927/927	U-----	200	untouched ('')	image/png	etag:%2239f-4ec014d7cf580%22	http://www.decorationjf.ch/images/nav.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/nav.png	(from http://www.decorationjf.ch/css/style.css)
17:37:43	1087/1087	U-----	200	untouched ('')	image/png	etag:%2243f-4ec014bb33200%22	http://www.decorationjf.ch/images/arr1.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/arr1.png	(from http://www.decorationjf.ch/css/style.css)
17:37:43	1852/1852	U-----	200	untouched ('')	image/png	etag:%2273c-4ec014bb33200%22	http://www.decorationjf.ch/images/close.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/close.png	(from http://www.decorationjf.ch/css/style.css)
17:37:43	301/301	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:43%20GMT	http://www.decorationjf.ch/images/button2.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/button2.html	(from http://www.decorationjf.ch/css/style.css)
17:37:44	85925/85925	U-----	200	untouched ('')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.5.2/jquery.min.js	D:/Projets/Jf%20deco/Jf%20deco/ajax.googleapis.com/ajax/libs/jquery/1.5.2/jquery.min.js	(from http://www.decorationjf.ch/)
17:37:44	306/306	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:43%20GMT	http://www.decorationjf.ch/images/button2_over.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/button2_over.html	(from http://www.decorationjf.ch/css/style.css)
17:37:44	300/300	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:44%20GMT	http://www.decorationjf.ch/images/li_st1.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/li_st1.html	(from http://www.decorationjf.ch/css/style.css)
17:37:44	1345/1345	U-----	200	untouched ('')	image/png	etag:%22541-4ec014e529500%22	http://www.decorationjf.ch/images/submit.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/submit.png	(from http://www.decorationjf.ch/css/style.css)
17:37:44	19565/19565	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%224c6d-4ec014b762900%22	http://www.decorationjf.ch/css/opensans-regular-webfont.eot	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-regular-webfont.eot	(from http://www.decorationjf.ch/css/style.css)
17:37:44	19565/19565	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%224c6d-4ec014b762900%22	http://www.decorationjf.ch/css/opensans-regular-webfont.eot?	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-regular-webfontd41d.eot	(from http://www.decorationjf.ch/css/style.css)
17:37:44	23208/23208	U-----	200	untouched ('')	application/font-woff	etag:%225aa8-4ec014b94ad80%22	http://www.decorationjf.ch/css/opensans-regular-webfont.woff	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-regular-webfont.woff	(from http://www.decorationjf.ch/css/style.css)
17:37:44	51/51	---MCZ	200	added ('OK')	text/plain	date:Sat,%2028%20Sep%202019%2015:37:44%20GMT	http://fonts.googleapis.com/robots.txt		(from http://www.decorationjf.ch/)
17:37:45	42248/42248	U-----	200	untouched ('')	application/font-sfnt	etag:%22a508-4ec014b94ad80%22	http://www.decorationjf.ch/css/opensans-regular-webfont.ttf	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-regular-webfont.ttf	(from http://www.decorationjf.ch/css/style.css)
17:37:45	41084/41084	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2022%20Jul%202019%2019:18:22%20GMT	http://fonts.gstatic.com/s/droidserif/v10/tDbI2oqRg1oM3QBjjcaDkOr9rAA.ttf	D:/Projets/Jf%20deco/Jf%20deco/fonts.gstatic.com/s/droidserif/v10/tDbI2oqRg1oM3QBjjcaDkOr9rAA.ttf	(from http://fonts.googleapis.com/css?family=Droid+Serif)
17:37:45	20499/20499	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%225013-4ec014b57a480%22	http://www.decorationjf.ch/css/opensans-bold-webfont.eot	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-bold-webfont.eot	(from http://www.decorationjf.ch/css/style.css)
17:37:45	58190/58190	U-----	200	untouched ('OK')	image/svg+xml	etag:%22e34e-4ec014b856b40%22	http://www.decorationjf.ch/css/opensans-regular-webfont.svg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-regular-webfont.svg	(from http://www.decorationjf.ch/css/style.css)
17:37:46	24196/24196	U-----	200	untouched ('')	application/font-woff	etag:%225e84-4ec014b762900%22	http://www.decorationjf.ch/css/opensans-bold-webfont.woff	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-bold-webfont.woff	(from http://www.decorationjf.ch/css/style.css)
17:37:46	20499/20499	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%225013-4ec014b57a480%22	http://www.decorationjf.ch/css/opensans-bold-webfont.eot?	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-bold-webfontd41d.eot	(from http://www.decorationjf.ch/css/style.css)
17:37:46	304/304	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:45%20GMT	http://www.decorationjf.ch/css/opensans-bold.ttf	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-bold.html	(from http://www.decorationjf.ch/css/style.css)
17:37:46	57109/57109	U-----	200	untouched ('OK')	image/svg+xml	etag:%22df15-4ec014b66e6c0%22	http://www.decorationjf.ch/css/opensans-bold-webfont.svg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/css/opensans-bold-webfont.svg	(from http://www.decorationjf.ch/css/style.css)
17:37:47	309/309	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:46%20GMT	http://www.decorationjf.ch/images/cloth-bewitched.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/cloth-bewitched.html	(from http://www.decorationjf.ch/css/template.css)
17:37:47	316/316	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:46%20GMT	http://www.decorationjf.ch/images/header-cloth-bewitched.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/header-cloth-bewitched.html	(from http://www.decorationjf.ch/css/template.css)
17:37:47	299/299	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:46%20GMT	http://www.decorationjf.ch/images/quote.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/quote.html	(from http://www.decorationjf.ch/css/template.css)
17:37:47	64928/64928	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2016%20Jul%202019%2023:50:36%20GMT	http://fonts.gstatic.com/s/dancingscript/v11/If2RXTr6YS-zF4S-kcSWSVi_szLgiuQ.ttf	D:/Projets/Jf%20deco/Jf%20deco/fonts.gstatic.com/s/dancingscript/v11/If2RXTr6YS-zF4S-kcSWSVi_szLgiuQ.ttf	(from http://fonts.googleapis.com/css?family=Dancing+Script)
17:37:47	320/320	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:47%20GMT	http://www.decorationjf.ch/images/header-highlight-bewitched.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/header-highlight-bewitched.html	(from http://www.decorationjf.ch/css/template.css)
17:37:48	298/298	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:47%20GMT	http://www.decorationjf.ch/images/menu.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/menu.html	(from http://www.decorationjf.ch/css/template.css)
17:37:48	299/299	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:47%20GMT	http://www.decorationjf.ch/images/paper.jpg	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/paper.html	(from http://www.decorationjf.ch/css/template.css)
17:37:48	301/301	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:47%20GMT	http://www.decorationjf.ch/images/sprite1.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/sprite1.html	(from http://www.decorationjf.ch/css/template.css)
17:37:48	300/300	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:47%20GMT	http://www.decorationjf.ch/images/ribbon.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/ribbon.html	(from http://www.decorationjf.ch/css/template.css)
17:37:48	304/304	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:48%20GMT	http://www.decorationjf.ch/images/ribbonnews.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/ribbonnews.html	(from http://www.decorationjf.ch/css/template.css)
17:37:48	301/301	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:48%20GMT	http://www.decorationjf.ch/images/squares.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/squares.html	(from http://www.decorationjf.ch/css/template.css)
17:37:49	303/303	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:48%20GMT	http://www.decorationjf.ch/images/separator.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/separator.html	(from http://www.decorationjf.ch/css/template.css)
17:37:49	300/300	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:48%20GMT	http://www.decorationjf.ch/images/search.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/search.html	(from http://www.decorationjf.ch/css/template.css)
17:37:49	308/308	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:49%20GMT	http://www.decorationjf.ch/images/bullet-default.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/bullet-default.html	(from http://www.decorationjf.ch/css/template.css)
17:37:49	298/298	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2028%20Sep%202019%2015:37:49%20GMT	http://www.decorationjf.ch/images/leaf.png	D:/Projets/Jf%20deco/Jf%20deco/www.decorationjf.ch/images/leaf.html	(from http://www.decorationjf.ch/css/template.css)
